PID,qty,Amount,CID,SalesDate
6733,3,23,6833,2021-01-12T08:08:33.878Z
6734,1,54,6834,2021-01-12T08:08:33.878Z
6735,1,40,6835,2021-01-12T08:08:33.878Z
6736,5,57,6836,2021-01-12T08:08:33.878Z
6737,5,36,6837,2021-01-12T08:08:33.878Z
6738,2,17,6838,2021-01-12T08:08:33.878Z
6739,1,23,6839,2021-02-26T18:12:17.683Z
6740,3,19,6840,2021-02-26T18:12:17.683Z
6741,4,40,6841,2021-02-26T18:12:17.683Z
6742,4,13,6842,2021-03-10T05:14:20.602Z
6743,1,10,6843,2021-03-10T05:14:20.602Z
6744,1,19,6844,2021-03-10T05:14:20.602Z
6745,5,54,6845,2021-03-10T05:14:20.602Z
6746,3,10,6846,2021-03-10T05:14:20.602Z
6747,4,57,6847,2021-03-10T05:14:20.602Z
6748,1,36,6848,2021-03-10T05:14:20.602Z
6749,4,17,6849,2021-03-10T05:14:20.602Z
6750,5,29,6850,2021-03-10T05:14:20.602Z
6751,5,10,6851,2021-02-15T14:03:43.834Z
6752,3,23,6852,2021-02-15T14:03:43.834Z
6753,5,36,6853,2021-02-15T14:03:43.834Z
6754,5,29,6854,2021-02-15T14:03:43.834Z
6755,5,13,6855,2021-03-12T09:31:00.365Z
6756,3,10,6856,2021-03-12T09:31:00.365Z
6757,3,54,6857,2021-03-12T09:31:00.365Z
6758,3,40,6858,2021-03-12T09:31:00.365Z
6759,4,17,6859,2021-03-12T09:31:00.365Z
6760,5,29,6860,2021-03-12T09:31:00.365Z
6761,2,13,6861,2021-01-15T16:20:08.851Z
6762,5,23,6862,2021-01-15T16:20:08.851Z
6763,5,19,6863,2021-01-15T16:20:08.851Z
6764,4,54,6864,2021-01-15T16:20:08.851Z
6765,1,40,6865,2021-01-15T16:20:08.851Z
6766,1,10,6866,2021-01-15T16:20:08.851Z
6767,4,57,6867,2021-01-15T16:20:08.851Z
6768,4,17,6868,2021-01-15T16:20:08.851Z
6769,4,13,6869,2021-01-12T04:50:35.434Z
6770,3,10,6870,2021-01-12T04:50:35.434Z
6771,1,23,6871,2021-01-12T04:50:35.434Z
6772,3,19,6872,2021-01-12T04:50:35.434Z
6773,1,40,6873,2021-01-12T04:50:35.434Z
6774,1,57,6874,2021-01-12T04:50:35.434Z
6775,2,36,6875,2021-01-12T04:50:35.434Z
6776,5,17,6876,2021-01-12T04:50:35.434Z
6777,2,13,6877,2021-01-16T04:46:31.354Z
6778,2,19,6878,2021-01-16T04:46:31.354Z
6779,1,10,6879,2021-01-16T04:46:31.354Z
6780,3,36,6880,2021-01-16T04:46:31.354Z
6781,2,17,6881,2021-01-16T04:46:31.354Z
6782,5,13,6882,2021-01-03T17:47:16.915Z
6783,4,32,6883,2021-01-03T17:47:16.915Z
6784,3,10,6884,2021-01-03T17:47:16.915Z
6785,4,19,6885,2021-01-03T17:47:16.915Z
6786,2,54,6886,2021-01-03T17:47:16.915Z
6787,4,10,6887,2021-01-03T17:47:16.915Z
6788,3,17,6888,2021-01-03T17:47:16.915Z
6789,3,29,6889,2021-01-03T17:47:16.915Z
6790,5,13,6890,2021-03-27T10:20:45.398Z
6791,5,19,6891,2021-03-27T10:20:45.398Z
6792,2,54,6892,2021-03-27T10:20:45.398Z
6793,4,40,6893,2021-03-27T10:20:45.398Z
6794,2,57,6894,2021-03-27T10:20:45.398Z
6795,4,29,6895,2021-03-27T10:20:45.398Z
6796,4,13,6896,2021-02-16T08:11:51.389Z
6797,4,32,6897,2021-02-16T08:11:51.389Z
6798,1,40,6898,2021-02-16T08:11:51.389Z
6799,1,32,6899,2021-02-03T11:11:37.392Z
6800,3,10,6900,2021-02-03T11:11:37.392Z
6801,4,23,6901,2021-02-03T11:11:37.392Z
6802,5,19,6902,2021-02-03T11:11:37.392Z
6803,4,54,6903,2021-02-03T11:11:37.392Z
6804,5,40,6904,2021-02-03T11:11:37.392Z
6805,3,36,6905,2021-02-03T11:11:37.392Z
6806,3,17,6906,2021-02-03T11:11:37.392Z
6807,3,13,6907,2021-03-23T02:56:04.387Z
6808,3,32,6908,2021-03-23T02:56:04.387Z
6809,2,23,6909,2021-03-23T02:56:04.387Z
6810,4,40,6910,2021-03-23T02:56:04.387Z
6811,3,10,6911,2021-03-23T02:56:04.387Z
6812,2,36,6912,2021-03-23T02:56:04.387Z
6813,1,29,6913,2021-03-23T02:56:04.387Z
6814,2,13,6914,2021-01-20T22:23:51.763Z
6815,2,10,6915,2021-01-20T22:23:51.763Z
6816,1,19,6916,2021-01-20T22:23:51.763Z
6817,3,40,6917,2021-01-20T22:23:51.763Z
6818,4,10,6918,2021-01-20T22:23:51.763Z
6819,3,36,6919,2021-01-20T22:23:51.763Z
6820,3,17,6920,2021-01-20T22:23:51.763Z
6821,4,29,6921,2021-01-20T22:23:51.763Z
6822,3,32,6922,2021-01-27T17:59:32.093Z
6823,5,23,6923,2021-01-27T17:59:32.093Z
6824,1,19,6924,2021-01-27T17:59:32.093Z
6825,5,54,6925,2021-01-27T17:59:32.093Z
6826,5,40,6926,2021-01-27T17:59:32.093Z
6827,3,10,6927,2021-01-27T17:59:32.093Z
6828,2,57,6928,2021-01-27T17:59:32.093Z
6829,2,36,6929,2021-01-27T17:59:32.093Z
6830,4,13,6930,2021-03-14T09:50:13.891Z
6831,2,32,6931,2021-03-14T09:50:13.891Z
6832,5,10,6932,2021-03-14T09:50:13.891Z
6833,2,23,6933,2021-03-14T09:50:13.891Z
6834,4,19,6934,2021-03-14T09:50:13.891Z
6835,1,54,6935,2021-03-14T09:50:13.891Z
6836,2,40,6936,2021-03-14T09:50:13.891Z
6837,4,57,6937,2021-03-14T09:50:13.891Z
6838,3,17,6938,2021-03-14T09:50:13.891Z
6839,4,29,6939,2021-03-14T09:50:13.891Z
6840,5,10,6940,2021-01-16T12:58:18.595Z
6841,4,40,6941,2021-01-16T12:58:18.595Z
6842,4,57,6942,2021-01-16T12:58:18.595Z
6843,1,36,6943,2021-01-16T12:58:18.595Z
6844,1,17,6944,2021-01-16T12:58:18.595Z
6845,3,29,6945,2021-01-16T12:58:18.595Z
6846,3,23,6946,2021-02-19T05:11:18.038Z
6847,5,19,6947,2021-02-19T05:11:18.038Z
6848,5,54,6948,2021-02-19T05:11:18.038Z
6849,3,57,6949,2021-02-19T05:11:18.038Z
6850,4,36,6950,2021-02-19T05:11:18.038Z
6851,2,17,6951,2021-02-19T05:11:18.038Z
6852,3,13,6952,2021-02-01T14:21:17.136Z
6853,5,32,6953,2021-02-01T14:21:17.136Z
6854,2,10,6954,2021-02-01T14:21:17.136Z
6855,3,23,6955,2021-02-01T14:21:17.136Z
6856,5,19,6956,2021-02-01T14:21:17.136Z
6857,3,10,6957,2021-02-01T14:21:17.136Z
6858,2,17,6958,2021-02-01T14:21:17.136Z
6859,4,23,6959,2021-01-05T04:24:28.397Z
6860,2,10,6960,2021-01-05T04:24:28.397Z
6861,2,57,6961,2021-01-05T04:24:28.397Z
6862,4,17,6962,2021-01-05T04:24:28.397Z
6863,4,32,6963,2021-02-16T16:54:32.602Z
6864,1,10,6964,2021-02-16T16:54:32.602Z
6865,5,54,6965,2021-02-16T16:54:32.602Z
6866,4,10,6966,2021-02-16T16:54:32.602Z
6867,5,36,6967,2021-02-16T16:54:32.602Z
6868,3,17,6968,2021-02-16T16:54:32.602Z
6869,2,29,6969,2021-02-16T16:54:32.602Z
6870,1,13,6970,2021-03-10T22:13:32.794Z
6871,4,32,6971,2021-03-10T22:13:32.794Z
6872,4,10,6972,2021-03-10T22:13:32.794Z
6873,2,19,6973,2021-03-10T22:13:32.794Z
6874,4,54,6974,2021-03-10T22:13:32.794Z
6875,2,10,6975,2021-03-10T22:13:32.794Z
6876,5,36,6976,2021-03-10T22:13:32.794Z
6877,4,17,6977,2021-03-10T22:13:32.794Z
6878,5,29,6978,2021-03-10T22:13:32.794Z
6879,5,32,6979,2021-03-02T09:17:40.301Z
6880,1,23,6980,2021-03-02T09:17:40.301Z
6881,5,54,6981,2021-03-02T09:17:40.301Z
6882,3,40,6982,2021-03-02T09:17:40.301Z
6883,4,57,6983,2021-03-02T09:17:40.301Z
6884,4,13,6984,2021-01-26T05:35:08.822Z
6885,5,23,6985,2021-01-26T05:35:08.822Z
6886,3,10,6986,2021-01-26T05:35:08.822Z
6887,3,57,6987,2021-01-26T05:35:08.822Z
6888,3,36,6988,2021-01-26T05:35:08.822Z
6889,4,17,6989,2021-01-26T05:35:08.822Z
6890,5,32,6990,2021-03-03T01:18:00.115Z
6891,3,10,6991,2021-03-03T01:18:00.115Z
6892,1,19,6992,2021-03-03T01:18:00.115Z
6893,1,40,6993,2021-03-03T01:18:00.115Z
6894,1,29,6994,2021-03-03T01:18:00.115Z
6895,1,10,6995,2021-01-15T07:00:38.045Z
6896,3,23,6996,2021-01-15T07:00:38.045Z
6897,4,10,6997,2021-01-15T07:00:38.045Z
6898,4,57,6998,2021-01-15T07:00:38.045Z
6899,2,36,6999,2021-01-15T07:00:38.045Z
6900,2,17,7000,2021-01-15T07:00:38.045Z
6901,1,13,7001,2021-03-17T09:42:02.016Z
6902,2,10,7002,2021-03-17T09:42:02.016Z
6903,2,23,7003,2021-03-17T09:42:02.016Z
6904,4,54,7004,2021-03-17T09:42:02.016Z
6905,5,36,7005,2021-03-17T09:42:02.016Z
6906,5,17,7006,2021-03-17T09:42:02.016Z
6907,4,13,7007,2021-02-14T02:22:35.760Z
6908,2,19,7008,2021-02-14T02:22:35.760Z
6909,5,40,7009,2021-02-14T02:22:35.760Z
6910,1,57,7010,2021-02-14T02:22:35.760Z
6911,2,29,7011,2021-02-14T02:22:35.760Z
6912,3,13,7012,2021-01-21T22:03:00.691Z
6913,1,10,7013,2021-01-21T22:03:00.691Z
6914,4,23,7014,2021-01-21T22:03:00.691Z
6915,4,19,7015,2021-01-21T22:03:00.691Z
6916,5,54,7016,2021-01-21T22:03:00.691Z
6917,1,40,7017,2021-01-21T22:03:00.691Z
6918,1,10,7018,2021-01-21T22:03:00.691Z
6919,2,36,7019,2021-01-21T22:03:00.691Z
6920,1,17,7020,2021-01-21T22:03:00.691Z
6921,2,13,7021,2021-03-20T09:55:00.566Z
6922,5,32,7022,2021-03-20T09:55:00.566Z
6923,5,10,7023,2021-03-20T09:55:00.566Z
6924,2,23,7024,2021-03-20T09:55:00.566Z
6925,2,54,7025,2021-03-20T09:55:00.566Z
6926,1,10,7026,2021-03-20T09:55:00.566Z
6927,4,57,7027,2021-03-20T09:55:00.566Z
6928,5,17,7028,2021-03-20T09:55:00.566Z
6929,5,13,7029,2021-02-25T14:20:53.808Z
6930,4,10,7030,2021-02-25T14:20:53.808Z
6931,5,54,7031,2021-02-25T14:20:53.808Z
6932,4,57,7032,2021-02-25T14:20:53.808Z
6933,1,17,7033,2021-02-25T14:20:53.808Z
6934,1,29,7034,2021-02-25T14:20:53.808Z
6935,4,13,7035,2021-02-06T23:10:26.285Z
6936,2,54,7036,2021-02-06T23:10:26.285Z
6937,5,36,7037,2021-02-06T23:10:26.285Z
6938,5,17,7038,2021-02-06T23:10:26.285Z
6939,3,29,7039,2021-02-06T23:10:26.285Z
6940,4,32,7040,2021-02-15T01:33:50.342Z
6941,5,10,7041,2021-02-15T01:33:50.342Z
6942,2,19,7042,2021-02-15T01:33:50.342Z
6943,3,54,7043,2021-02-15T01:33:50.342Z
6944,4,36,7044,2021-02-15T01:33:50.342Z
6945,2,17,7045,2021-02-15T01:33:50.342Z
6946,3,29,7046,2021-02-15T01:33:50.342Z
6947,2,13,7047,2021-03-17T01:12:00.778Z
6948,4,32,7048,2021-03-17T01:12:00.778Z
6949,3,23,7049,2021-03-17T01:12:00.778Z
6950,2,54,7050,2021-03-17T01:12:00.778Z
6951,4,40,7051,2021-03-17T01:12:00.778Z
6952,4,10,7052,2021-03-17T01:12:00.778Z
6953,5,36,7053,2021-03-17T01:12:00.778Z
6954,1,29,7054,2021-03-17T01:12:00.778Z
6955,2,13,7055,2021-02-15T12:23:30.998Z
6956,4,32,7056,2021-02-15T12:23:30.998Z
6957,4,10,7057,2021-02-15T12:23:30.998Z
6958,2,54,7058,2021-02-15T12:23:30.998Z
6959,1,40,7059,2021-02-15T12:23:30.998Z
6960,3,10,7060,2021-02-15T12:23:30.998Z
6961,4,36,7061,2021-02-15T12:23:30.998Z
6962,5,29,7062,2021-02-15T12:23:30.998Z
6963,4,32,7063,2021-01-12T00:57:56.218Z
6964,4,23,7064,2021-01-12T00:57:56.218Z
6965,1,19,7065,2021-01-12T00:57:56.218Z
6966,3,40,7066,2021-01-12T00:57:56.218Z
6967,1,10,7067,2021-01-12T00:57:56.218Z
6968,2,57,7068,2021-01-12T00:57:56.218Z
6969,2,13,7069,2021-02-04T10:10:46.474Z
6970,1,10,7070,2021-02-04T10:10:46.474Z
6971,2,57,7071,2021-02-04T10:10:46.474Z
6972,4,36,7072,2021-02-04T10:10:46.474Z
6973,5,29,7073,2021-02-04T10:10:46.474Z
6974,4,19,7074,2021-02-15T11:09:46.886Z
6975,3,54,7075,2021-02-15T11:09:46.886Z
6976,1,10,7076,2021-02-15T11:09:46.886Z
6977,1,36,7077,2021-02-15T11:09:46.886Z
6978,5,29,7078,2021-02-15T11:09:46.886Z
6979,5,13,7079,2021-03-20T19:23:23.251Z
6980,2,32,7080,2021-03-20T19:23:23.251Z
6981,5,10,7081,2021-03-20T19:23:23.251Z
6982,5,57,7082,2021-03-20T19:23:23.251Z
6983,1,36,7083,2021-03-20T19:23:23.251Z
6984,3,29,7084,2021-03-20T19:23:23.251Z
6985,1,13,7085,2021-03-01T15:23:27.888Z
6986,1,32,7086,2021-03-01T15:23:27.888Z
6987,4,10,7087,2021-03-01T15:23:27.888Z
6988,5,19,7088,2021-03-01T15:23:27.888Z
6989,3,54,7089,2021-03-01T15:23:27.888Z
6990,2,40,7090,2021-03-01T15:23:27.888Z
6991,3,57,7091,2021-03-01T15:23:27.888Z
6992,1,36,7092,2021-03-01T15:23:27.888Z
6993,2,17,7093,2021-03-01T15:23:27.888Z
6994,4,13,7094,2021-03-15T10:10:57.533Z
6995,2,23,7095,2021-03-15T10:10:57.533Z
6996,3,54,7096,2021-03-15T10:10:57.533Z
6997,1,40,7097,2021-03-15T10:10:57.533Z
6998,3,10,7098,2021-03-15T10:10:57.533Z
6999,2,57,7099,2021-03-15T10:10:57.533Z
7000,3,17,7100,2021-03-15T10:10:57.533Z
7001,5,29,7101,2021-03-15T10:10:57.533Z
7002,4,13,7102,2021-02-19T18:05:10.867Z
7003,2,10,7103,2021-02-19T18:05:10.867Z
7004,1,23,7104,2021-02-19T18:05:10.867Z
7005,1,19,7105,2021-02-19T18:05:10.867Z
7006,2,57,7106,2021-02-19T18:05:10.867Z
7007,2,32,7107,2021-02-02T17:11:50.179Z
7008,2,23,7108,2021-02-02T17:11:50.179Z
7009,4,19,7109,2021-02-02T17:11:50.179Z
7010,1,40,7110,2021-02-02T17:11:50.179Z
7011,5,57,7111,2021-02-02T17:11:50.179Z
7012,5,29,7112,2021-02-02T17:11:50.179Z
7013,2,23,7113,2021-01-17T16:32:15.562Z
7014,2,10,7114,2021-01-17T16:32:15.562Z
7015,3,36,7115,2021-01-17T16:32:15.562Z
7016,3,29,7116,2021-01-17T16:32:15.562Z
7017,5,10,7117,2021-02-24T16:56:24.403Z
7018,5,23,7118,2021-02-24T16:56:24.403Z
7019,5,19,7119,2021-02-24T16:56:24.403Z
7020,2,40,7120,2021-02-24T16:56:24.403Z
7021,4,10,7121,2021-02-24T16:56:24.403Z
7022,3,57,7122,2021-02-24T16:56:24.403Z
7023,2,36,7123,2021-02-24T16:56:24.403Z
7024,4,17,7124,2021-02-24T16:56:24.403Z
7025,5,19,7125,2021-01-02T14:41:11.098Z
7026,5,40,7126,2021-01-02T14:41:11.098Z
7027,2,10,7127,2021-01-02T14:41:11.098Z
7028,5,17,7128,2021-01-02T14:41:11.098Z
7029,4,13,7129,2021-02-02T16:34:23.866Z
7030,5,32,7130,2021-02-02T16:34:23.866Z
7031,4,10,7131,2021-02-02T16:34:23.866Z
7032,2,19,7132,2021-02-02T16:34:23.866Z
7033,4,54,7133,2021-02-02T16:34:23.866Z
7034,1,40,7134,2021-02-02T16:34:23.866Z
7035,2,29,7135,2021-02-02T16:34:23.866Z
7036,5,32,7136,2021-01-18T18:02:29.126Z
7037,5,10,7137,2021-01-18T18:02:29.126Z
7038,1,40,7138,2021-01-18T18:02:29.126Z
7039,4,57,7139,2021-01-18T18:02:29.126Z
7040,1,36,7140,2021-01-18T18:02:29.126Z
7041,1,17,7141,2021-01-18T18:02:29.126Z
7042,2,32,7142,2021-02-01T08:38:04.128Z
7043,4,10,7143,2021-02-01T08:38:04.128Z
7044,4,54,7144,2021-02-01T08:38:04.128Z
7045,5,10,7145,2021-02-01T08:38:04.128Z
7046,3,57,7146,2021-02-01T08:38:04.128Z
7047,1,17,7147,2021-02-01T08:38:04.128Z
7048,3,29,7148,2021-02-01T08:38:04.128Z
7049,1,13,7149,2021-01-06T02:49:56.410Z
7050,2,57,7150,2021-01-06T02:49:56.410Z
7051,4,36,7151,2021-01-06T02:49:56.410Z
7052,4,29,7152,2021-01-06T02:49:56.410Z
7053,2,13,7153,2021-02-02T05:49:14.765Z
7054,5,32,7154,2021-02-02T05:49:14.765Z
7055,2,23,7155,2021-02-02T05:49:14.765Z
7056,1,19,7156,2021-02-02T05:49:14.765Z
7057,1,54,7157,2021-02-02T05:49:14.765Z
7058,5,17,7158,2021-02-02T05:49:14.765Z
7059,2,32,7159,2021-01-12T10:26:29.702Z
7060,2,10,7160,2021-01-12T10:26:29.702Z
7061,3,23,7161,2021-01-12T10:26:29.702Z
7062,5,54,7162,2021-01-12T10:26:29.702Z
7063,2,40,7163,2021-01-12T10:26:29.702Z
7064,2,36,7164,2021-01-12T10:26:29.702Z
7065,3,29,7165,2021-01-12T10:26:29.702Z
7066,5,13,7166,2021-02-02T14:39:51.178Z
7067,4,54,7167,2021-02-02T14:39:51.178Z
7068,3,40,7168,2021-02-02T14:39:51.178Z
7069,3,10,7169,2021-02-02T14:39:51.178Z
7070,3,17,7170,2021-02-02T14:39:51.178Z
7071,4,32,7171,2021-02-14T16:44:18.557Z
7072,5,10,7172,2021-02-14T16:44:18.557Z
7073,4,40,7173,2021-02-14T16:44:18.557Z
7074,3,10,7174,2021-02-14T16:44:18.557Z
7075,5,57,7175,2021-02-14T16:44:18.557Z
7076,3,36,7176,2021-02-14T16:44:18.557Z
7077,5,32,7177,2021-01-07T20:02:58.214Z
7078,2,10,7178,2021-01-07T20:02:58.214Z
7079,4,23,7179,2021-01-07T20:02:58.214Z
7080,2,19,7180,2021-01-07T20:02:58.214Z
7081,5,57,7181,2021-01-07T20:02:58.214Z
7082,5,29,7182,2021-01-07T20:02:58.214Z
7083,1,13,7183,2021-03-22T05:46:16.867Z
7084,4,32,7184,2021-03-22T05:46:16.867Z
7085,5,23,7185,2021-03-22T05:46:16.867Z
7086,4,54,7186,2021-03-22T05:46:16.867Z
7087,4,36,7187,2021-03-22T05:46:16.867Z
7088,5,10,7188,2021-03-28T11:31:23.491Z
7089,2,23,7189,2021-03-28T11:31:23.491Z
7090,2,19,7190,2021-03-28T11:31:23.491Z
7091,5,40,7191,2021-03-28T11:31:23.491Z
7092,2,57,7192,2021-03-28T11:31:23.491Z
7093,2,32,7193,2021-02-27T16:45:11.606Z
7094,5,23,7194,2021-02-27T16:45:11.606Z
7095,1,19,7195,2021-02-27T16:45:11.606Z
7096,2,57,7196,2021-02-27T16:45:11.606Z
7097,4,36,7197,2021-02-27T16:45:11.606Z
7098,2,17,7198,2021-02-27T16:45:11.606Z
7099,2,13,7199,2021-01-14T12:43:44.573Z
7100,5,32,7200,2021-01-14T12:43:44.573Z
7101,3,19,7201,2021-01-14T12:43:44.573Z
7102,3,54,7202,2021-01-14T12:43:44.573Z
7103,1,57,7203,2021-01-14T12:43:44.573Z
7104,3,17,7204,2021-01-14T12:43:44.573Z
7105,5,32,7205,2021-01-04T20:35:53.491Z
7106,1,10,7206,2021-01-04T20:35:53.491Z
7107,1,23,7207,2021-01-04T20:35:53.491Z
7108,4,54,7208,2021-01-04T20:35:53.491Z
7109,1,40,7209,2021-01-04T20:35:53.491Z
7110,1,10,7210,2021-01-04T20:35:53.491Z
7111,2,17,7211,2021-01-04T20:35:53.491Z
7112,4,29,7212,2021-01-04T20:35:53.491Z
7113,3,13,7213,2021-03-01T21:57:19.411Z
7114,2,32,7214,2021-03-01T21:57:19.411Z
7115,3,10,7215,2021-03-01T21:57:19.411Z
7116,4,19,7216,2021-03-01T21:57:19.411Z
7117,1,40,7217,2021-03-01T21:57:19.411Z
7118,5,36,7218,2021-03-01T21:57:19.411Z
7119,3,32,7219,2021-01-03T22:15:46.714Z
7120,2,54,7220,2021-01-03T22:15:46.714Z
7121,1,40,7221,2021-01-03T22:15:46.714Z
7122,1,57,7222,2021-01-03T22:15:46.714Z
7123,5,13,7223,2021-01-05T10:57:32.141Z
7124,4,32,7224,2021-01-05T10:57:32.141Z
7125,3,10,7225,2021-01-05T10:57:32.141Z
7126,2,40,7226,2021-01-05T10:57:32.141Z
7127,5,10,7227,2021-01-05T10:57:32.141Z
7128,2,57,7228,2021-01-05T10:57:32.141Z
7129,3,36,7229,2021-01-05T10:57:32.141Z
7130,1,32,7230,2021-03-26T14:43:14.650Z
7131,1,23,7231,2021-03-26T14:43:14.650Z
7132,2,19,7232,2021-03-26T14:43:14.650Z
7133,3,54,7233,2021-03-26T14:43:14.650Z
7134,2,40,7234,2021-03-26T14:43:14.650Z
7135,2,10,7235,2021-03-26T14:43:14.650Z
7136,2,36,7236,2021-03-26T14:43:14.650Z
7137,1,29,7237,2021-03-26T14:43:14.650Z
7138,3,13,7238,2021-01-15T00:42:09.101Z
7139,4,54,7239,2021-01-15T00:42:09.101Z
7140,4,10,7240,2021-01-15T00:42:09.101Z
7141,4,29,7241,2021-01-15T00:42:09.101Z
7142,5,13,7242,2021-01-13T23:53:52.195Z
7143,1,32,7243,2021-01-13T23:53:52.195Z
7144,1,10,7244,2021-01-13T23:53:52.195Z
7145,2,23,7245,2021-01-13T23:53:52.195Z
7146,1,54,7246,2021-01-13T23:53:52.195Z
7147,5,40,7247,2021-01-13T23:53:52.195Z
7148,5,57,7248,2021-01-13T23:53:52.195Z
7149,1,36,7249,2021-01-13T23:53:52.195Z
7150,1,17,7250,2021-01-13T23:53:52.195Z
7151,2,13,7251,2021-01-12T02:10:19.978Z
7152,4,10,7252,2021-01-12T02:10:19.978Z
7153,2,19,7253,2021-01-12T02:10:19.978Z
7154,2,10,7254,2021-01-12T02:10:19.978Z
7155,3,36,7255,2021-01-12T02:10:19.978Z
7156,4,32,7256,2021-02-02T01:02:19.651Z
7157,1,10,7257,2021-02-02T01:02:19.651Z
7158,5,17,7258,2021-02-02T01:02:19.651Z
7159,1,29,7259,2021-02-02T01:02:19.651Z
7160,2,13,7260,2021-02-14T10:04:58.195Z
7161,2,10,7261,2021-02-14T10:04:58.195Z
7162,4,23,7262,2021-02-14T10:04:58.195Z
7163,3,54,7263,2021-02-14T10:04:58.195Z
7164,3,10,7264,2021-02-14T10:04:58.195Z
7165,1,36,7265,2021-02-14T10:04:58.195Z
7166,4,17,7266,2021-02-14T10:04:58.195Z
7167,5,29,7267,2021-02-14T10:04:58.195Z
7168,1,13,7268,2021-01-04T01:14:26.880Z
7169,3,10,7269,2021-01-04T01:14:26.880Z
7170,5,19,7270,2021-01-04T01:14:26.880Z
7171,5,36,7271,2021-01-04T01:14:26.880Z
7172,1,17,7272,2021-01-04T01:14:26.880Z
7173,2,32,7273,2021-01-26T04:44:19.939Z
7174,3,10,7274,2021-01-26T04:44:19.939Z
7175,5,23,7275,2021-01-26T04:44:19.939Z
7176,3,19,7276,2021-01-26T04:44:19.939Z
7177,4,54,7277,2021-01-26T04:44:19.939Z
7178,4,40,7278,2021-01-26T04:44:19.939Z
7179,2,10,7279,2021-01-26T04:44:19.939Z
7180,5,36,7280,2021-01-26T04:44:19.939Z
7181,1,29,7281,2021-01-26T04:44:19.939Z
7182,5,32,7282,2021-02-26T10:11:47.990Z
7183,3,19,7283,2021-02-26T10:11:47.990Z
7184,1,54,7284,2021-02-26T10:11:47.990Z
7185,2,36,7285,2021-02-26T10:11:47.990Z
7186,5,29,7286,2021-02-26T10:11:47.990Z
7187,5,19,7287,2021-03-21T16:02:48.250Z
7188,1,54,7288,2021-03-21T16:02:48.250Z
7189,3,57,7289,2021-03-21T16:02:48.250Z
7190,3,36,7290,2021-03-21T16:02:48.250Z
7191,1,29,7291,2021-03-21T16:02:48.250Z
7192,3,13,7292,2021-03-13T04:38:46.954Z
7193,5,32,7293,2021-03-13T04:38:46.954Z
7194,1,19,7294,2021-03-13T04:38:46.954Z
7195,1,54,7295,2021-03-13T04:38:46.954Z
7196,4,57,7296,2021-03-13T04:38:46.954Z
7197,2,17,7297,2021-03-13T04:38:46.954Z
7198,1,13,7298,2021-02-11T01:34:18.422Z
7199,3,32,7299,2021-02-11T01:34:18.422Z
7200,1,10,7300,2021-02-11T01:34:18.422Z
7201,4,19,7301,2021-02-11T01:34:18.422Z
7202,5,10,7302,2021-02-11T01:34:18.422Z
7203,5,57,7303,2021-02-11T01:34:18.422Z
7204,5,36,7304,2021-02-11T01:34:18.422Z
7205,3,17,7305,2021-02-11T01:34:18.422Z
7206,4,23,7306,2021-03-02T03:19:56.640Z
7207,4,57,7307,2021-03-02T03:19:56.640Z
7208,2,36,7308,2021-03-02T03:19:56.640Z
7209,1,29,7309,2021-03-02T03:19:56.640Z
7210,3,13,7310,2021-02-03T21:31:56.611Z
7211,3,32,7311,2021-02-03T21:31:56.611Z
7212,1,36,7312,2021-02-03T21:31:56.611Z
7213,3,17,7313,2021-02-03T21:31:56.611Z
7214,1,29,7314,2021-02-03T21:31:56.611Z
7215,3,32,7315,2021-02-20T07:34:02.957Z
7216,1,10,7316,2021-02-20T07:34:02.957Z
7217,4,23,7317,2021-02-20T07:34:02.957Z
7218,1,40,7318,2021-02-20T07:34:02.957Z
7219,3,57,7319,2021-02-20T07:34:02.957Z
7220,2,36,7320,2021-02-20T07:34:02.957Z
7221,1,17,7321,2021-02-20T07:34:02.957Z
7222,5,29,7322,2021-02-20T07:34:02.957Z
7223,1,32,7323,2021-02-04T15:45:19.872Z
7224,3,19,7324,2021-02-04T15:45:19.872Z
7225,1,54,7325,2021-02-04T15:45:19.872Z
7226,3,40,7326,2021-02-04T15:45:19.872Z
7227,3,10,7327,2021-02-04T15:45:19.872Z
7228,3,36,7328,2021-02-04T15:45:19.872Z
7229,3,29,7329,2021-02-04T15:45:19.872Z
7230,4,13,7330,2021-03-16T18:10:14.736Z
7231,3,32,7331,2021-03-16T18:10:14.736Z
7232,1,40,7332,2021-03-16T18:10:14.736Z
7233,4,10,7333,2021-03-16T18:10:14.736Z
7234,3,36,7334,2021-03-16T18:10:14.736Z
7235,4,17,7335,2021-03-16T18:10:14.736Z
7236,3,29,7336,2021-03-16T18:10:14.736Z
7237,2,13,7337,2021-02-17T22:03:42.336Z
7238,1,32,7338,2021-02-17T22:03:42.336Z
7239,4,54,7339,2021-02-17T22:03:42.336Z
7240,4,40,7340,2021-02-17T22:03:42.336Z
7241,3,10,7341,2021-02-17T22:03:42.336Z
7242,5,36,7342,2021-02-17T22:03:42.336Z
7243,4,17,7343,2021-02-17T22:03:42.336Z
7244,4,29,7344,2021-02-17T22:03:42.336Z
7245,2,32,7345,2021-01-08T04:17:32.726Z
7246,3,10,7346,2021-01-08T04:17:32.726Z
7247,4,23,7347,2021-01-08T04:17:32.726Z
7248,1,54,7348,2021-01-08T04:17:32.726Z
7249,1,10,7349,2021-01-08T04:17:32.726Z
